Index,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,location_url
347,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 1, Amrapali Axiom, Ambli Cross Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Pizza, Fast Food",10:57 AM to 11 PM,400,2,"['Takeaway Available', 'Debit Card', 'Credit Card', 'Lunch', 'Cash', 'Dinner', 'Delivery', 'Sodexo', 'Ticket Restaurant', 'Digital Payments Accepted', 'Pure Veg', 'Free Parking', 'Indoor Seating', 'Air Conditioned']",2.9,Average,628,https://www.google.com/maps/search/?api=1&query=Domino%27s%20Pizza%2C%20A%201%2C%20Amrapali%20Axiom%2C%20Ambli%20Cross%20Road%2C%20Bopal%2C%20Ahmedabad
348,Karnavati Snacks,['Quick Bites'],https://www.zomato.com/ahmedabad/karnavati-snacks-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Neelkanth Palace, Opposite Seema Hall, Satellite, Ahmedabad",Ahmedabad,Satellite,0,"Satellite, Ahmedabad","Fast Food, Chinese",10 AM to 4 AM,250,1,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Outdoor Seating']",3.6,Good,828,https://www.google.com/maps/search/?api=1&query=Karnavati%20Snacks%2C%203%2C%20Neelkanth%20Palace%2C%20Opposite%20Seema%20Hall%2C%20Satellite%2C%20Ahmedabad
349,M.L.F Franco,['Quick Bites'],https://www.zomato.com/m-l-f-franco-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Shivam Complex, Near H.L. College, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Fast Food,9am – 12midnight (Mon-Sun),300,1,"['Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Delivery', 'Free Parking', 'Pure Veg', 'Outdoor Seating']",4.1,Very Good,411,https://www.google.com/maps/search/?api=1&query=M.L.F%20Franco%2C%20Shop%205%2C%20Shivam%20Complex%2C%20Near%20H.L.%20College%2C%20Navrangpura%2C%20Ahmedabad
350,Neelkamal Snacks And Coffeebar,['Quick Bites'],https://www.zomato.com/ahmedabad/neelkamal-snacks-and-coffeebar-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Nand Appartment, Near Navneet House, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Fast Food, Street Food",10 AM to 11 PM (Mon-Sun),450,2,"['No Alcohol Available', 'Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Pure Veg']",3.9,Good,509,https://www.google.com/maps/search/?api=1&query=Neelkamal%20Snacks%20And%20Coffeebar%2C%201%2C%20Nand%20Appartment%2C%20Near%20Navneet%20House%2C%20Gurukul%2C%20Ahmedabad
351,Aryan Fast Food,['Quick Bites'],https://www.zomato.com/ahmedabad/aryan-fast-food-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-5, Vajendra Park Complex, Opposite ONGC, Saraswati Nagar, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,0,"Chandkheda, Ahmedabad","Chinese, North Indian",6 PM to 11:30 PM,400,2,"['Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Free Parking', 'Pure Veg']",4.0,Very Good,663,https://www.google.com/maps/search/?api=1&query=Aryan%20Fast%20Food%2C%20A-5%2C%20Vajendra%20Park%20Complex%2C%20Opposite%20ONGC%2C%20Saraswati%20Nagar%2C%20Chandkheda%2C%20Ahmedabad
352,Mewad,['Quick Bites'],https://www.zomato.com/ahmedabad/mewad-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6, Sun Complex Road, Commerce Six Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Street Food, Fast Food",11:30am – 12noon (Mon-Sun),250,1,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Free Parking', 'Indoor Seating', 'Pure Veg']",4.0,Very Good,492,https://www.google.com/maps/search/?api=1&query=Mewad%2C%206%2C%20Sun%20Complex%20Road%2C%20Commerce%20Six%20Road%2C%20Navrangpura%2C%20Ahmedabad
353,Shakti - The Sandwich Shop,['Quick Bites'],https://www.zomato.com/ahmedabad/shakti-the-sandwich-shop-naranpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Samarpan Tower, 132 Foot Ring Road, Near Patidar Motor, Naranpura, Ahmedabad",Ahmedabad,Naranpura,,"Naranpura, Ahmedabad","Fast Food, Sandwich","11:30 AM to 3 AM (Mon-Fri, Sun), 11:30 AM to 4 AM (Sat)",500,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",3.9,Good,472,https://www.google.com/maps/search/?api=1&query=Shakti%20-%20The%20Sandwich%20Shop%2C%2011%2C%20Samarpan%20Tower%2C%20132%20Foot%20Ring%20Road%2C%20Near%20Patidar%20Motor%2C%20Naranpura%2C%20Ahmedabad
354,Choice Snack Bar,['Quick Bites'],https://www.zomato.com/ahmedabad/choice-snack-bar-1-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Municipal Market, Near Swastik Cross Road, C G Road, Ahmedabad",Ahmedabad,C G Road,0,"C G Road, Ahmedabad","Fast Food, Street Food, Beverages",9:30 AM to 11:30 PM (Mon-Sun),450,2,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Sodexo', 'Pure Veg', 'Outdoor Seating', 'Ticket Restaurant']",4.2,Very Good,634,https://www.google.com/maps/search/?api=1&query=Choice%20Snack%20Bar%2C%20Municipal%20Market%2C%20Near%20Swastik%20Cross%20Road%2C%20C%20G%20Road%2C%20Ahmedabad
355,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-ghatlodia?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5 & 104, Kalasagar Shopping Hub, Ghatlodia, Ahmedabad",Ahmedabad,Ghatlodia,,"Ghatlodia, Ahmedabad","Pizza, Fast Food",10:57 AM to 11 PM,400,2,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Indoor Seating', 'Ticket Restaurant', 'Air Conditioned', 'Pure Veg', 'Sodexo', 'Digital Payments Accepted']",3.7,Good,749,https://www.google.com/maps/search/?api=1&query=Domino%27s%20Pizza%2C%205%20%26%20104%2C%20Kalasagar%20Shopping%20Hub%2C%20Ghatlodia%2C%20Ahmedabad
356,Muncheestan,['Quick Bites'],https://www.zomato.com/ahmedabad/muncheestan-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Naranpura, Ahmedabad, Gujarat",Ahmedabad,Navrangpura,380013,"Navrangpura, Ahmedabad","North Indian, Chinese, Italian, Mexican",12 Noon to 4 AM,500,2,"['Cash', 'Delivery', 'Credit Card', 'Dinner', 'No Seating Available', 'No Alcohol Available', 'Pure Veg', 'Free Parking']",3.8,Good,838,https://www.google.com/maps/search/?api=1&query=Muncheestan%2C%20Naranpura%2C%20Ahmedabad%2C%20Gujarat
357,Jay Ambe Thali,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-ambe-thali-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-12, J.B. Tower, Near T.V. Tower, Drive In Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,,"Thaltej, Ahmedabad",North Indian,"11 AM to 3 PM, 7 PM to 11 PM",300,1,"['Delivery', 'Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Pure Veg', 'Indoor Seating']",4.0,Very Good,555,https://www.google.com/maps/search/?api=1&query=Jay%20Ambe%20Thali%2C%20G-12%2C%20J.B.%20Tower%2C%20Near%20T.V.%20Tower%2C%20Drive%20In%20Road%2C%20Thaltej%2C%20Ahmedabad
358,Burger King,['Quick Bites'],https://www.zomato.com/ahmedabad/burger-king-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No 1, Venus Atlantis Business Park, 100 Ft Main Road, Anand nagar Vejalpur, Prahlad Nagar, Ahmedabad",Ahmedabad,"Venus Atlantis, Prahlad Nagar",,"Venus Atlantis, Prahlad Nagar, Ahmedabad","Burger, Fast Food, Beverages",8 AM to 11 PM,500,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Free Parking']",3.7,Good,549,https://www.google.com/maps/search/?api=1&query=Burger%20King%2C%20Shop%20No%201%2C%20Venus%20Atlantis%20Business%20Park%2C%20100%20Ft%20Main%20Road%2C%20Anand%20nagar%20Vejalpur%2C%20Prahlad%20Nagar%2C%20Ahmedabad
359,Faasos,['Quick Bites'],https://www.zomato.com/ahmedabad/faasos-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"25, Rivera Arcade, Near Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Ahmedabad,"Rivera Arcade, Prahladnagar",,"Rivera Arcade, Prahladnagar, Ahmedabad","Fast Food, North Indian, Biryani, Rolls, Wraps",9 AM to 1 AM,600,2,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Seating Available', 'Dinner', 'Delivery', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Axis Bank - Dining Delights']",3.7,Good,519,https://www.google.com/maps/search/?api=1&query=Faasos%2C%2025%2C%20Rivera%20Arcade%2C%20Near%20Prahlad%20Nagar%20Garden%2C%20Prahlad%20Nagar%2C%20Ahmedabad
360,Modi Sandwich & Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/modi-sandwich-pizza-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Bhatta, Paldi, Ahmedabad",Ahmedabad,Paldi,380007,"Paldi, Ahmedabad","Italian, Fast Food",12 Noon to 1:30 AM,300,1,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.5,Good,410,https://www.google.com/maps/search/?api=1&query=Modi%20Sandwich%20%26%20Pizza%2C%201%2C%20Bhatta%2C%20Paldi%2C%20Ahmedabad
361,McDonald's,['Quick Bites'],https://www.zomato.com/ahmedabad/mcdonalds-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Yash Aqua, Near Rasranjan, Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Burger, Fast Food, Beverages, Cafe, Desserts",9 AM to 1 AM,500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Free Parking', 'Air Conditioned', 'Digital Payments Accepted']",4.1,Very Good,460,https://www.google.com/maps/search/?api=1&query=McDonald%27s%2C%20Ground%20Floor%2C%20Yash%20Aqua%2C%20Near%20Rasranjan%2C%20Vijay%20Cross%20Roads%2C%20Navrangpura%2C%20Ahmedabad
362,Marky Momos,['Quick Bites'],https://www.zomato.com/ahmedabad/marky-momos-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No 28, 4D Square Mall, Chandkheda, Ahmedabad",Ahmedabad,"4D Square Mall, Chandkheda",380005,"4D Square Mall, Chandkheda, Ahmedabad","Chinese, Momos",12noon – 1am (Mon-Sun),700,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg']",4.0,Very Good,505,https://www.google.com/maps/search/?api=1&query=Marky%20Momos%2C%20Shop%20No%2028%2C%204D%20Square%20Mall%2C%20Chandkheda%2C%20Ahmedabad
363,Mumbai Food Court,['Quick Bites'],https://www.zomato.com/ahmedabad/mumbai-food-court-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Sankalp, Opposite Corporate House, Pakvan Cross Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Fast Food, Maharashtrian",10:30am – 10pm (Mon-Sun),300,1,"['Cash', 'Takeaway Available', 'Lunch', 'Dinner', 'Delivery', 'Digital Payments Accepted', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",4.0,Very Good,441,https://www.google.com/maps/search/?api=1&query=Mumbai%20Food%20Court%2C%205%2C%20Sankalp%2C%20Opposite%20Corporate%20House%2C%20Pakvan%20Cross%20Road%2C%20Bodakdev%2C%20Ahmedabad
364,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G7 & 8, Shapath Hexa, Opposite Gujarat High Court, S G Highway, Sola, Ahmedabad",Ahmedabad,Sola,,"Sola, Ahmedabad","Pizza, Fast Food",10:57 AM to 11 PM,400,2,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Pure Veg', 'Outdoor Seating', 'Indoor Seating', 'Ticket Restaurant', 'Air Conditioned', 'Free Parking', 'Sodexo', 'Digital Payments Accepted']",3.4,Average,585,https://www.google.com/maps/search/?api=1&query=Domino%27s%20Pizza%2C%20G7%20%26%208%2C%20Shapath%20Hexa%2C%20Opposite%20Gujarat%20High%20Court%2C%20S%20G%20Highway%2C%20Sola%2C%20Ahmedabad
365,McDonald's,['Quick Bites'],https://www.zomato.com/ahmedabad/mcdonalds-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1 & 2, Ground Floor, 3rd Eye Building 2, Near Panchvati Circle, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad","Burger, Fast Food",9 AM to 1 AM,500,2,"['Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Ticket Restaurant', 'Air Conditioned', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted']",3.9,Good,490,https://www.google.com/maps/search/?api=1&query=McDonald%27s%2C%201%20%26%202%2C%20Ground%20Floor%2C%203rd%20Eye%20Building%202%2C%20Near%20Panchvati%20Circle%2C%20C%20G%20Road%2C%20Ahmedabad
366,Shakti - The Sandwich Shop,['Quick Bites'],https://www.zomato.com/ahmedabad/shakti-the-sandwich-shop-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"101 - 102, Ground Floor, Jai House, Opposite Rambaug, BRTS Bus Stand, Swaminarayan Colony, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,,"Mani Nagar, Ahmedabad","Fast Food, Sandwich","10am – 12midnight (Mon),11am – 12midnight (Tue-Sun)",500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg']",3.8,Good,401,https://www.google.com/maps/search/?api=1&query=Shakti%20-%20The%20Sandwich%20Shop%2C%20101%20-%20102%2C%20Ground%20Floor%2C%20Jai%20House%2C%20Opposite%20Rambaug%2C%20BRTS%20Bus%20Stand%2C%20Swaminarayan%20Colony%2C%20Mani%20Nagar%2C%20Ahmedabad
367,McDonald's,['Quick Bites'],https://www.zomato.com/ahmedabad/mcdonalds-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Wide Angle Multiplex, SG Highway, Satellite, Ahmedabad",Ahmedabad,"Wide Angle, Satellite",,"Wide Angle, Satellite, Ahmedabad","Burger, Fast Food, Beverages, Cafe, Desserts",9 AM to 1 AM,500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned']",4.1,Very Good,377,https://www.google.com/maps/search/?api=1&query=McDonald%27s%2C%203%2C%20Wide%20Angle%20Multiplex%2C%20SG%20Highway%2C%20Satellite%2C%20Ahmedabad
368,London Bubble Co,['Dessert Parlour'],https://www.zomato.com/ahmedabad/london-bubble-co-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Satwavikas School, Off Sindhu Bhawan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Desserts, Beverages",11 AM to 12:30 AM,400,2,"['Credit Card', 'Cash', 'Takeaway Available', 'Delivery', 'Debit Card', 'Desserts and Bakes', 'Indoor Seating', 'Outdoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",4.3,Very Good,357,https://www.google.com/maps/search/?api=1&query=London%20Bubble%20Co%2C%20Near%20Satwavikas%20School%2C%20Off%20Sindhu%20Bhawan%20Road%2C%20Bodakdev%2C%20Ahmedabad
369,Santushti,['Dessert Parlour'],https://www.zomato.com/ahmedabad/santushti-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11, Ground Floor, Corporate House, Judges Bungalow Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad","Beverages, Ice Cream, Desserts",10:30am – 3am (Mon-Sun),300,1,"['Cash', 'Delivery', 'Takeaway Available', 'Digital Payments Accepted', 'Pure Veg', 'Free Parking', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Desserts and Bakes', 'Live Sports Screening']",4.3,Very Good,456,https://www.google.com/maps/search/?api=1&query=Santushti%2C%2011%2C%20Ground%20Floor%2C%20Corporate%20House%2C%20Judges%20Bungalow%20Road%2C%20Bodakdev%2C%20Ahmedabad
370,7Violettes,['Dessert Parlour'],https://www.zomato.com/ahmedabad/7violettes-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A 2, Vishal Apartments,  Off University Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Desserts, Bakery",1 PM to 11 PM (Mon-Sun),500,2,"['Debit Card', 'Takeaway Available', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",4.3,Very Good,604,https://www.google.com/maps/search/?api=1&query=7Violettes%2C%20A%202%2C%20Vishal%20Apartments%2C%20%20Off%20University%20Road%2C%20Navrangpura%2C%20Ahmedabad
371,Cocoa Drama,['Bakery'],https://www.zomato.com/ahmedabad/cocoa-drama-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 6B, Sunrise Tenament, Opposite Advait Complex, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","Bakery, Desserts",11 AM to 10 PM,300,1,"['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",4.2,Very Good,479,https://www.google.com/maps/search/?api=1&query=Cocoa%20Drama%2C%20Shop%206B%2C%20Sunrise%20Tenament%2C%20Opposite%20Advait%20Complex%2C%20Vastrapur%2C%20Ahmedabad
372,Dangee Dums,['Dessert Parlour'],https://www.zomato.com/ahmedabad/dangee-dums-1-ambavadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Ground Floor, Sigma Legacy Building, IIM Road, Panjrapol Cross Roads, Ambavadi, Ahmedabad",Ahmedabad," Sigma Legacy Building, Vastrapur",0," Sigma Legacy Building, Vastrapur, Ahmedabad","Desserts, Bakery",11 AM to 12:30 AM,450,2,"['No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.0,Very Good,478,https://www.google.com/maps/search/?api=1&query=Dangee%20Dums%2C%204%2C%20Ground%20Floor%2C%20Sigma%20Legacy%20Building%2C%20IIM%20Road%2C%20Panjrapol%20Cross%20Roads%2C%20Ambavadi%2C%20Ahmedabad
373,Cheers,['Dessert Parlour'],https://www.zomato.com/ahmedabad/cheers-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8 & 9, Municipal Market, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad","Beverages, Desserts",8 AM to 11 PM,450,2,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg']",4.3,Very Good,427,https://www.google.com/maps/search/?api=1&query=Cheers%2C%208%20%26%209%2C%20Municipal%20Market%2C%20C%20G%20Road%2C%20Ahmedabad
374,Keventers,['Beverage Shop'],https://www.zomato.com/ahmedabad/keventers-2-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"30, Ground Floor, Rivera Arcade, Prahlad Nagar, Ahmedabad",Ahmedabad,"Rivera Arcade, Prahladnagar",,"Rivera Arcade, Prahladnagar, Ahmedabad","Beverages, Desserts, Ice Cream","11AM to 11PM (Mon-Tue),11AM to 12Midnight (Wed-Sun)",400,2,"['Delivery', 'Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.5,Good,441,https://www.google.com/maps/search/?api=1&query=Keventers%2C%2030%2C%20Ground%20Floor%2C%20Rivera%20Arcade%2C%20Prahlad%20Nagar%2C%20Ahmedabad
375,The Belgian Waffle Co,['Dessert Parlour'],https://www.zomato.com/ahmedabad/the-belgian-waffle-co-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Asian Square, Sindhu Bhavan Road, Near Armieda, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Desserts,11am – 3am (Mon-Sun),350,2,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted', 'Desserts and Bakes']",4.1,Very Good,305,https://www.google.com/maps/search/?api=1&query=The%20Belgian%20Waffle%20Co%2C%205%2C%20Asian%20Square%2C%20Sindhu%20Bhavan%20Road%2C%20Near%20Armieda%2C%20Bodakdev%2C%20Ahmedabad
376,Shankar's Ice Cream Library,['Dessert Parlour'],https://www.zomato.com/ahmedabad/shankars-ice-cream-library-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Magnifico Complex, KK Farm Lane, Off Sindhu Bhavan Road, Opposite Avalon Hotel, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Desserts, Ice Cream",12 Noon to 12 Midnight,300,1,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,221,https://www.google.com/maps/search/?api=1&query=Shankar%27s%20Ice%20Cream%20Library%2C%20Magnifico%20Complex%2C%20KK%20Farm%20Lane%2C%20Off%20Sindhu%20Bhavan%20Road%2C%20Opposite%20Avalon%20Hotel%2C%20Bodakdev%2C%20Ahmedabad
377,The Belgian Waffle Co,['Dessert Parlour'],https://www.zomato.com/ahmedabad/the-belgian-waffle-co-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF/1/1, Shri Vardhman Building, Vijay Cross Roads, Near Bank of Maharashtra, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Desserts,11am – 3am (Mon-Sun),350,2,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",4.0,Very Good,236,https://www.google.com/maps/search/?api=1&query=The%20Belgian%20Waffle%20Co%2C%20GF/1/1%2C%20Shri%20Vardhman%20Building%2C%20Vijay%20Cross%20Roads%2C%20Near%20Bank%20of%20Maharashtra%2C%20Navrangpura%2C%20Ahmedabad
378,Ombre,['Dessert Parlour'],https://www.zomato.com/ahmedabad/ombre-1-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Camps Corner, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","Desserts, Bakery, Beverages",10 AM to 12 Midnight,350,2,"['Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",4.0,Very Good,180,https://www.google.com/maps/search/?api=1&query=Ombre%2C%2010%2C%20Camps%20Corner%2C%20Prahlad%20Nagar%2C%20Ahmedabad
379,Cravingz,['Dessert Parlour'],https://www.zomato.com/ahmedabad/cravingz-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Acropolis Mall, S G Highway, Thaltej, Ahmedabad",Ahmedabad,"Acropolis Mall, Thaltej",0,"Acropolis Mall, Thaltej, Ahmedabad","Desserts, Frozen Yogurt",12 Noon to 11 PM,450,2,"['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",4.0,Very Good,220,https://www.google.com/maps/search/?api=1&query=Cravingz%2C%20Ground%20Floor%2C%20Acropolis%20Mall%2C%20S%20G%20Highway%2C%20Thaltej%2C%20Ahmedabad
380,Dessert N Shakes,['Dessert Parlour'],https://www.zomato.com/ahmedabad/dessert-n-shakes-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop No:6, Shapath Complex, Vijay Cross Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Desserts, Beverages",11:30 AM to 12:30 AM,250,1,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted', 'Desserts and Bakes']",4.2,Very Good,119,https://www.google.com/maps/search/?api=1&query=Dessert%20N%20Shakes%2C%20Shop%20No%3A6%2C%20Shapath%20Complex%2C%20Vijay%20Cross%20Road%2C%20Navrangpura%2C%20Ahmedabad
381,Dairy Den,['Dessert Parlour'],https://www.zomato.com/ahmedabad/dairy-den-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22, Municipal Market, C G Road, Ahmedabad",Ahmedabad,C G Road,0,"C G Road, Ahmedabad","Ice Cream, Beverages",11 AM to 11:30 PM (Mon-Sun),300,1,"['Delivery', 'Cash', 'Takeaway Available', 'Pure Veg', 'Outdoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating']",4.0,Very Good,267,https://www.google.com/maps/search/?api=1&query=Dairy%20Den%2C%2022%2C%20Municipal%20Market%2C%20C%20G%20Road%2C%20Ahmedabad
